Text,Target
ive read the other review and find some to be comparison of movie v real life eg what it take to get into music school britney bash etc etc so lets focus on the movie and the message.i have rat this movie out of for the age range to year and for a family movie for the average adult male .... out of .i like pop/rock music im i know of britney spear but never realise she actually sing strong until i read the credit and these review i didnt recognise her poster on the wall so i be not worried about any self promotion.i watch movie to be entertain i dont care about cast light producer director etc what be the movie and do it entertain me.i watch this movie for the message the world great epidemic be low selfesteem which be a whole other story so watched with the message in mind a that be an area of interest the movie be light ight and eezy great for kid i find the texan twang begin to fade throughout the movie and of course there be only so many way to convey the give up/dont give up message so yeh it be a bit predictable great message though ... should be more of them.this movie be a great family movie but for a bloke watching by himself get hannibal,positive
i like this movie because it be a fine work of cinema make by people who care enough to make it art and not just home movie it be fill with supersurfer greg nolls home movie and a boatload of amateur video from others who align themselves with his year passion nevertheless it have be expand to the degree that it approach aesthetic glory it be fill with artistic talent and athletic talent however trivial you might think surf to be athletic surfer be not astronaut nor testpilots nor be they surgeon perhaps or ph.ds again perhaps it believe in the quest of the surfer it believe in the beauty of human goofiness it believe in the great gift of peace which come from the cessation of war surfer celeate the cessation of war on the north beach of an hawaiian island attack by japanese zero fifteen year before it celeates the downtime of a country which fight a cold warinstead of a hotwar with the russian socialist surf be the ultimate narcissism it be dangerous but only slightly historical i suspect alexander the great would not be celeated for his surfing technique he have to go out and conquer a few dozen country to get the favorable press he have receive this movie have no military hero it have no gun the only beachhead surfer conquer have a beerstand and and a surfboard shop this be not a problem peace be not desperate it be the joy of exhalation,positive
i have a hard time stay awake for the two hour open episode it be dumbed down to such an extent i doubt if i learn a single thing the graphic be rudimentary any small idea be repeat ad nauseum contrast this to the cosmos series host by carl sagan that have a good musical theme there be no music come from these infernal dimensional string,negative
although the plot of this film be a bit farfetched it be worth see just for the performance of michael caine and gambon the latter delivers a truly wonderful dublin accent caine ham it up ... which be exactly what the character he be play should do entertain and fun this be a hour and a half of easy watch,positive
this movie be so badly write direct and act that it beggar belief it should be remake with a good script director and casting service the bad problem be the act you have jennifer beals on the one hand who be polish professional and totally believable and on the other hand richard who be woefully miscast and just jarring in this particular piece peter gallagher and jenny levine be just awful a the slave owning and keep couple although both normally do fine work the actor and director should not have attempt to do accent at allthey be inconsistent and unbelievable much good to have concentrate on do a good job in actual english the casting be ludicrous why have child of an african merchant thus less socially desirable to the gen de couleur society be cast with very pale skin actor while the supposedly socially desirable marcel have pronounce african feature include an obviously dyed blond fro it a if the casting director can not be bother to read the script they be cast and to choose appropriate actor from a large pool of extremely talented and physically diverse actor of color it just so weird this could be a great movie and should be remake but with people who respect the material and can choose appropriate and skilled actor there be plenty of good actor out there and it would be fun to see how jennifer beals daniel sunjata and gloria reuben would do with an appropriate cast good script and decent direction,positive
when i be a young oh about i watch barney for the first time and like it but back then i didnt exactly have a ain either and now i look back and see what a horrible show barney really be first of all everything on that show be creepy barney the main character be a horrendous foot tall talk purple dinosaur that teach yearolds about imagination .... shudder b.j i know what your think about his name be a small yet creepy yellow dinosaur that be put in to be supposudly cool but in fact he be the exact opposite after watch a few episode with b.j dumbly trudge in with his slightly turn back cap and make a few nosofunny joke i want to scream baby bopohohgod vomit ohohohanyway baby bop be the bad idea of a character ever she be a green triceratops it a dinosaur that carry a yellow blanket her remark of heeheehee and barneys praise cry of superdeeeedoooper make it hard to sit through each episode a the seventh grader learn about shape and manners.and that my friend be what make this show truly horrible,negative
steve mcqueen have certainly a lot of loyal fan out there he certainly be a charismatic fellow one of the most charismatic the big screen ever know but even mcqueen cant save this turkey of a film shot with what look like a ownie camera in the actual location in st. louis.mcqueens a new kid with no criminal record ought into the planning of a bank heist by one of the other gang theres more than a oad hint that theres a gay relationship go on between young steve and david clarke he not like at all by the other heist member mainly because of his lack of criminal resume steve also have a girl friend in molly mccarthy and she suspect something afoot especially when he start hang around with crahan denton and james dukas as well a clarke all pretty rough character that would certainly get my suspicion aroused.the great st. louis bank robbery have two director charles guggenheim and john stix guggenheim do mostly documentary and stix didnt do much of anything one of those two joker decide steves performance be best serve by do a bad marlon brando imitation this film may go down a the bad ever do by steve mcqueen im willing to bet that dick powell and four star production have already sign him for want dead or alive because i cant believe they would have if they saw this.or they would have see something the public would have overlook except for the dressing for this turkey,negative
this be a bad film a it central message be very muddled and the plot seem like it be the result of merge several disparate script a a result it often make absolutely no sense at all and certainly be not a film miss dunne or mr. huston should have be proud of make however the film be worth watch if you be a fan of precode film because it feature an amazingly sleazy plot that strongly say that nice girl do put outeven if they arent marry and even if their partner be the film begin with miss dunne a a social worker assist troop head to europe for wwi in the process she meet a scalawag bruce cabot who eventually convince her to sleep with him she become pregnant and he then go on to the next unsuspecting woman however miss dunne do not want him back a she realize he not worth it but later her baby die at child birth while all these very controversial plot element be use they be always allude toalmost like they want the adult in the audience to know but hop that if they phrase it or film it in just the right way kid in the audience will be clueless after all film be not rat and kid might attend any film at this time .surprisingly this entire plot involve a stillborn baby and cabot end about of the way through the film and be never mention again or allude to it be a if they film part of a movie and abandon ittacking it on to still another film in this second phase of the film miss dunne unexpectedly begin work at a womens prison though we actually never really get to see her do anything there what we do see be countless horrible scene of severe abuse and torture that be probably design to titillate and a a result of all this violence miss dunne go on a crusade to clean up the prison and become a reformer and famous writer.but then out of the blue another type of film emerges and the woman prison reform business go by the wayside dunne meet a judge walter huston who be married but he desperately want her now throughout the film dunne be portray a a very good girleven though she do have unmarried sex with cabot she be more or less trick into it but now single irene who be a tireless reformer and good lady begin sleep with a married man he tell her that he and his wife be estrange and be marry in name only but she never think to investigate if this be true and with his assurance off fly her clothes and they be in the baby making business but while shes pregnant with his love child he indict for be a crooked judge he assure her hes innocent but he convict and it sure sound like he a scoundrelusing inside information from people that have come before his bench in order to amass a fortune then in the final moment of the film miss dunne try in vain to get him free and vow to wait with the child until huston be release the film then ends.so we basically have three separate film and a bizarre early s idea of what a nice girl should be like i gather that she should be a strongminded working girl who instantly become an idiot in her personal relationship this really undo all the positive about dunnes character and it really hard to imagine anyone like the film a strong woman right advocate might easily be offend at how weakminded and needy she be and religious people might see her a totally amoral or at least morally suspect with a decent rewrite this could have be a good film or at least interesting a a lewd and salacious film but it couldnt make up it mind what it want to be and be just another dull precode film,negative
i catch this movie on the scifi channel recently it actually turn out to be pretty decent as far a blist horror/suspense film go two guy one naive and one loud mouth a take a road trip to stop a wedding but have the bad possible luck when a maniac in a freaky makeshift tank/truck hyid decide to play catandmouse with them thing be far complicate when they pick up a ridiculously whorish hitchhiker what make this film unique be that the combination of comedy and terror actually work in this movie unlike so many others the two guy be likable enough and there be some good chase/suspense scene nice pacing and comic timing make this movie more than passable for the horror/slasher buff definitely worth check out,neutral
very mild spoiler a basic plot outline no real detail if you go into this movie with sufficiently low expectation i saw this film at a free screen a few day ago in maryland and the only reason i agree to go ... be because it be free i expect a few chuckle but a i have never be a huge fan of tenacious d not much more then that.the first ten minute of the film be hilarious a we be give a look at jack black humble christian origin in a midwest american town the film then take u year into the future to the first meeting between jb and kyle gas the second half of tenacious d. we see the formation of the band and the genesis of it name finally a the title suggest the second half of the film detail their quest to obtain the fabled pick of destiny again the beginning of the film be laugh out loud funny and most of the movie at least keep a smile on my face that say there be time it felt a bit long it only minute but it still felt like it should have be a bit short the story be every bit as absurd a it sound and this be not a film you see if you want a real plot which be fine except it mean that many of the joke be very hit or miss ... and when they miss they miss bad same thing with the song it be a musical but many of the song lose their appeal after the first minute or so ... then keep go anyway.i will say that the rrating really save this movie from bomb the d humor simply couldnt work without cuss sex and drug reference but unless youre a real fan of the band or at the very least know you appreciate their style of comedy i would recommend you save yourself some money and rent pick will make you giggle a bit ... but be it worth buck i dont think so i be tempt to rate it a but since i do think that many would enjoy it enough to justify see it in theatres a seem more appropriate just be sure it your style,positive
i shall begin with a disclaimer this movie be not recommend for anyone who lack interest or have never play ff the game before watch the movie rely on the audience knowledge of each character in the game to convey story plot element and it do so very subtly do your homework before watch this wonderful piece of cg film and i promise itll be that much better.with that in mind this film have some of the most spectacular cg sequence i have ever witness the whole experience felt like an extra long fmv sequence from the game on steroid yeah the attention to detail in each scene especially in the heavy action orient one be so impeccable it leave me with a sense of awe.i believe the soundtrack be simplify so a to help the audience focus on the animation quality more than the music again for those who be familiar with the ff story and background the music should not surprise anyone although the timing and placement of each soundtrack from the original accompany each scene and mood to the point where the music simply enhance the animation .once again i myself have only play through ff once thoroughly enjoy this piece of art from square enix and that be the feel in most scene choreograph and organize like a dance.in short if you enjoy the music or the game final fantasy this film will blow you out of the water if youre in the unfortunate majority who have not experience the goodness know a ff on playstation or pc do so before watch the movie will allow for an exponentially great experience.finally i just want to make a note of the quality in animate this film character move with fluidity each scene background come to life and tell it own story for those who criticize the thinness and dependency of the story plot i urge you to reexamine the animation facial reaction subtle clue that ing about another level of entertainment above the typical narration method of story plot delivery.square enix and the great tetsuya nomura have set a new bar for quality animation and storytelling advent child have usher in a new era for cg animation allow the subtlety that lie in each character to speak volume in and of themselves.thanks square enix the wait be well worth it,positive
this be quite possibly one of the bad movie ever make everything about itacting direct script cinematographyis dreadful the alien a human in sparkly suit claim to be from a nearby universe one assume the scriptwriter mean galaxy but didnt bother to get a dictionary to check his term a good title for the film would be it come from the planet of plot contrivance the plot be excessively silly and nearly nonexistent the human be all give magical macguffin that conform to a tortuous series of unlikely restriction just to move the bare plot any thought to the passage of time be ignore now it a couple day after meet the alien then bam all of a sudden theres only a couple hour leave until zero hour do yourself a favor and miss this movie you will make yourself stupid for have watch it the end be particularly silly and should have be accompany by someone go tada a the scriptwriter just pull something random out of his butt i think the real alien plot be that this movie suck so bad youll get cancer watch it if you can watch the last minute without crap yourself enemy of freedomhonestly laugh youre retard,negative
if you really really really enjoy movie feature ant build dirtmirrors eat nonants and conquer the world with a voiceover narrative then this be the movie for you basically a couple of scientist work out of a biodome communicate with highly intelligent ant the most intelligent actor in this film in an attempt to try to thwart their plan of conquest and extermination throughout the movie the two scientist and a girl they rescue from the ant use everything at their disposal computer green dye and horrid act but to no avail i guess they just couldnt afford any pesticide because the movie would be over too quickly.the title of the movie phase iv be something of a mystery this be not a spoiler but phase i start right after the opening credit whereas you dont reach phase iv until the end credit roll apparently the director know the movie would be tedious to get through and so placed phase throughout the movie a a kind of progress report hang in there buddy only more phase until final credit a a mstk episode this one wasnt very good for two reason this one be from the season on ktma when they be first start out so the riffing be not as good a in late season and this movie be so bad not even j tb can lighten it up there be one or two gamera reference a they have just finish riff gamera movies.the movie do have a trick/surprise end but i be so glad to reach the end the effect be lose on me,positive
joseph brady and clarence doolittle be two sailor who have a fourday shore leave in hollywood.joe know everything about girl and cant wait to see lola while clarence be shy and need some advice from his buddy on how to meet girls.they then run into a little boy donald martin who have run away in order to join the navy.they take him home and meet his beautiful aunt susan who want to be a singer.clarence want susie to be his girl but his shyness get in the way.but he doesnt feel shy with a waitress who come from brooklyn like he does.soon joe notice he in love with susie.the boy be in a fix when they lie to susie on meeting with a big time music producer they dont even know.as they be in a fix with their feelings.george sidney anchor aweigh be a great musical comedy.gene kelly be topnotch once again in his singing and dance routines.frank sinatra be terrific a the shy guy from brooklyn.shy isnt the first thing that come to mind when you think of frank sinatra but he play his part well.kathryn grayson be fantastic a susan abbott.we sadly lose this gifted actress and operatic soprano singer last month at the age of .the year old dean stockwell do amazing job a the little fellow want to become a sailor.jose iturbi do great job perform himself.its magic what he do with the piano.edgar kennedy play chief of police station.sara berner be the voice of jerry mouse.theres a lot of great stuff in this movie and some fantastic singing and dance numbers.just look at kelly and sinatra performing we hate to leave.its so energetic.if you know susie like i know susie be quite funny.its a nice moment when frank sings brahms lullaby to little dean stockwell.its lovely to listen to grayson sing the tango jealousy .the most memorable sequence be the one that take into the animate fantasy world and there gene sings and dance with jerry mouse.also tom cat be see there a the butler.they originally ask mickey mouse but he refused.the movie be nominate for five oscar but georgie stoll get one for original music score.anchors aweigh be some high class entertainment,positive
from director barbet schroder reversal of fortune i think i saw a bit of this in my medium study class and i recognise the lead actress so i try it despite the rating by the critic basically cool kid richard haywood half nelson ryan gosling and justin pendleton bully michael pitt team up to murder a random girl to challenge themselves and see if they can get away with it without the police find them investigate the murder be homicide detective cassie the hyena mayweather sandra bullock with new partner sam kennedy ben chaplin who be pretty baffle by the evidence find on the scene e.g nonrelating hair the plan doesnt seem to be completely go well because cassie and sam do quite quickly have richard or justin a suspect it be just a question of if they can sway them away also star agnes bruckner a lisa mill chris penn a ray feather r.d call a captain rod cody and tom verica a asst d.a al swanson i can see now the same concept a sir alfred hitchcock rope with the murdering for a challenge thing but this film do it in a very silly way and not even a reasonably good bullock can save it from be dull and predictable adequate,negative
thing to come be an early scifi film that show an imagined world or everytown through year you can eak it up into about different scene or part the film span from to and be mainly about how this ruler or the bos want to get the capability to fly in airplane again after everytown be bomb and war oke out.this film only have about fault it audio be muddy and video have some quirk the character arent deep at all and the overall plot isnt altogether solid the plot be lack something that i cant put my finger on ... it just seem a little fluffy but if you love scifi and be interested in what h.g well though might happen in the next hundred year this be a must see it worth seeing just to learn of what everyone be fear a long drawnout war because they be just about to go to war with germany and there be a threat of biological weapon and everything.things to come be a pretty good movie that most people need to see once,negative
weakstale tire cliched want to be basic instinct but miss opportunity after opportunity for fresh perspective new insight insipid trite grotesque and without the possiblyredeeming value of evity oh wait ... it be only minute long ... it must have just seem a lot long id rather clean bus station toilet with my toothush than have to sit through this again im express an opinion here i guess this mean i didnt like it,neutral
one word can describe this movie and that be weird i record this movie one day because it be a japanese animation and it be old so i think it would be interest well it be the movie be about a young boy who travel the universe to get a metal body so he can seek revenge on the way he meet very colorful character and must ultimately decide if he want the body or not very strange if you be a fan of animation/sciencefiction you might want to check this out,positive
while i be the video store i be owsing through the one dollar rental and come upon this little gem i dont know what it be about it but i just have a gut instic about it and wow be i ever right.the story center around two girl who have just survive a school shoot one of the girl be alicia a teenage reble who be the only witness for the full attack and another be deanna another survivor who survive a bullet to the head by some miracle throw together by fate they slowly begin a painful and beautiful display of healing and move on.i just hate it when amaze movie fall through the crack because wow what a performance by busy phillips and erkia christensen not to mention the rest of the cast my only complaint be that the dvd be sorely lack in special feature oh and some of the jump cut in the movie be kind of jar but all in all a excellent movie,positive
this film be quite simply one of the bad film ever make and be a damn indictment on not only the british film industry but the talentless hack at work today not only do the film get mainstream distribution it also feature a good cast of british actor so what go wrong i dont know and simply i dont care enough to engage with the debate because the film be so terrible it deserve no thought at all be warn and stay the hell away from this rubbish but apparently i need to write ten line of text in this review so i might as well detail the plot a nob of a man be setup by his evil friend and coworker out of his father company and thus lead to an encounter with the russian mafia and dodgy accent and stupid very stupid plot twists/devices i should have ask for my money back but be perhaps still in shock from the experience if you want a good crime film watch the usual suspect or the godfather what about lock stock .... thats the peak of the contemporary british crime film .....,negative
ill not comment a lot whats to stereotype character absolute ignorance about colombia reality awful mise en scene poor color choice not funny it suppose to be a comedy and they expect that you will laugh because some distend music it beside the nonsense scene very poor actor direction if you see somewhere those people i mean the interpreter youll know they be at least good but see this so call film it be impossible to guess it you get tire of the music ... this comedy have no rhythm the only good rhythm in it it the rap sing in the final credit .... pathetic doesnt it etc ... etc ... it have be a long time i havent see a movie so bad,negative
this movie be a riot i can not remember the last time i have such a great time at the movie ive see a few good comedy in my time and usually they be pretty funny but this one be wall to wall great line i think best in show be the last movie that i laugh so hard and so much in the movie be nonstop until the end when they do the minute of sentimental plot clean up other than that it a constant barrage of one liner and goofy situation id like to see it again before it leave the theater because this be like the zucker movie where you dont get all the joke the first time around you have to see it two or three time to get it all in.as far a the actual film go it could have use a good edit it choppy at time but we have to be forgive for that all the character be great it not like an adam sandler movie where he try to be funny and everyone else suffers around him and be the butt of the joke i think i will remember all the main character for year to come because they be all so likable no victim in this movie also thank god they get a year old actress to play his girlfriend catherine keener play her and she be a sweetheart in this film you just wish that woman like her really existed shes not a like some of the other leading lady but somehow her smile be warm than julia robert overdo overbite.if you see the trailer for this film you may not think too highly of it i assure you the trailer do not do it justice they do not give away all the good joke just some of the mediocre ones.oh and one more thing i hope critic put this on their top ten list many of them complain that comedy dont get the recognition they deserve and then at the end of the year they dont put it on their list this mean you ebert,positive
a fey story of a martian attempt to colonize earth thing must be pretty bad back on mar two state trooper investigate the scene of a report ufo crash whatever land be bury under the ice at tracys pond but there be footstep in the snow lead to a nearby diner.the diner have have no customer since eleven oclock that morning now there be a handful of bus passenger sit around wait for permission to cross a structurally weak idge the bus driver insist that six passenger be aboard the bus although he didnt notice who they be the problem be that there be now seven people wait for the journey to be resume one of them be an alien but which one all of them be suspect there the crazy old man jack elam of course who seem to exercise a sub rosa wit theres a blustering businessman who must get to boston john hoyt a young couple on their honeymoon execrable performance by the husband ron kipling except for the couple nobody have notice anyone else and even the couple be suspicious of each other bride to newly mint husband i could have swear you have a mole on your chin the story continue in a sprightly but slightly spooky way the phone ring for no reason the light go on and off the juke box turn itself on and none of it be to be take seriously.its a thoroughly enjoyable ensemble play and the climactic revelation be worth a chuckle there be no discernible depth to it it not a moral message about pod people masquerade a normal citizen it not a warning of any kind just a fairy tale that divert and amuses.i always enjoy it when it on it especially interesting to see john hoyt a the irritable and impatient businessman know that in he be the roman senator who mastermind the assassination of julius caesar in mgms version of shakespeare play and here he be with three arms.oops,negative
it rare that i feel a need to write a review on this site but this film be very deserving because of how poorly it be create and how bias it product was.i felt a distinct attempt on the part of the filmmaker to display the palestinian family a boorish and untrustworthy we hear them discuss the sadness that they feel from oppression yet the film be shot and arrange in a way that we feel the politically oppressed population be the jewish israeli population we see no evidence that parallel the position of the palestinian teenager we only hear from other palestinian in prison i understand restriction be in place but the political nature of the restriction be design to prevent peace.i come out of the film feeling that the mother of the victim be selfish in her mourning and completely close mind due to her side of the fence so to speak she continue to be unwilling to see the hurt of the bomber parent and her angry and closedminded word cause the final meeting to spiral out of control it be more realistic in my mind to see the israeli mindset to be a root of the problem ignore plea for understanding and freedom ignore request for acknowledgment for the process by which the jewish population acquire the land.i have give this a two because of these selfish weakness of the mother which normally would be admirable in a documentary however in the light of the lack of impartiality it all seem exploitative also for the poor edits lack of background in the actual instance and finally the lack of proper representation of the palestinian side ultimately it be a poor documentary and a poor film i acknowledge this be partially the result of the political situation but be oblige to note the flaw in direction regardless of the heartwrenching and sad subject matter,negative
relentless like one of those loud action movie the entire cast seem to be on speed i didnt quite get the director intention if any i wonder if shes ever see a stanley donen vincent minnelli or even a george sidney musical structure please this be one hell of a mess and i love abba the costume the unflattering photography unflattering towards the actor but love towards the location the one thing that make the whole thing bearable be the sight of meryl streep make a fool of herself no chemistry with her friend christine baranski and julie walter think of streep with lily tomlyn in the altman film and youll understand what i be hop for i be embarrass in particular by pierce brosnam and colin firth the audience however seem to enjoy it so it probably it just me,positive
this movie do a great job of explain the problem that we face and the fear that we have before we put man into space a a history of space flight it be still use today in classroom that can get one of the rare print of it disney have show it on vault disney and i wish they would do so again,neutral
in an alternate s where an outeak of the undead cause by a mysterious spacedust have be contain through the use of special electronic collar a young loner timmy find a friend in fido billy connelly his family recently acquire domesticated zombie.fido quickly become a surrogate father to timmy whose real dad be unable to adequately express his love for his son or for his hottotrot wife play by the gorgeous carrieanne moss have be psychologically scar a a child when he be force to shoot his own father who try to eat him .timmy run into a spot of bother however when his putrid pal collar go on the blink and he attack and kill an elderly neighbour with the authority on fidos trail trouble ewing with a pair of local bully and his mother form a bond with their undead househelp will timmy be able to hold on to his new find friend a refresh take on the whole zombie schtick fido be a thoroughly entertain deliciously dark comedy that should appeal to anyone with a slightly twisted sense of humour take the romero zombieverse and transplant it into s small town america be a stroke of genius and the result be simply one of the most original film to tackle the whole reanimate dead theme that i have seen.connellys fido be a cinematic zombie worthy of inclusion in the undead movie hall of fame along with day of the dead bub and return of the living deads tarman it be not often i feel empathy for a walking corpse but the big yin performance be so fine that i actually find myself root for the big blue bag of pu the rest of the cast also give commendable performance with young ksun ray a timmy and ms.moss deserve special mentionsâ—ray because for one so young he put in a particularly assure turn and moss because she be so bloody yummy this be the third zombie film that i have watch this week the others be the somewhat disappointing planet terror and the rather fun flight of the living dead and to my surprise it be also the best director andrew currie have give fan of the genre something truly original to treasure and be a talent to be watch in the future .. out of round up to for imdb,positive
an extremely downtoearth well make and acted rodeo western no gussied up star need here a all cast member be regular people tell a real life story about a rodeo hustler and his entourage in the s and s west but hat off particularly to slim pickens for give what i think be his signature performance especially give the fact that he have be a rodeo clown in real life his role go far beyond the mere clown role a he deeply dealt with all the ups and down of the hardnosed rodeo life and the psychological devastation that so frequently surround such a life style he and mr. coburn team up extremely well a partner not only on the circuit itself but also in the real world outside the corral also check out anne archer a coburns native american love interest in the latter part of the movie must have be one of her first roles not a flashy perhaps a junior bonner but equally heart rendering and impacting in it portrayal thanks to the encore western channel for show this true grit of an underrated movie from time to time,positive
despite some review be distinctly lukewarm i find the story totally engross and even if some critic have describe the love story a mill and boon so what it be good to see a warm touch story of real love in these cynical time many in the audience be sniff and surreptitiously dab their eye you really believe that the young victoria and albert be passionately fond of each other even though for political reason it be an arranged marriage i do feel though that sir john conroy who be desperate to control the young queen be perhaps play too like a pantomime villain a it be rumour that he be in fact the real father of victoria a a result of an affair with her mother the duchess of kent it would have be interest to explore this theory emily blunt be totally convincing a the young princess trap in the stifle palace with courtier and politician out to manipulate her she illiantly portray the strength of character and determination that eventually make victoria a great queen of england which prosper a never before under her long reign i believe word of mouth recommendation will ensure great success for this most enjoyable and wonderful look movie,positive
american nightmare be officially tie in my opinion with it pat for the bad movie of all time.seven friend oddly resemble the kmart version of the cast of friend gather in a coffee shop to listen to american nightmare a pirate radio show it host by a guy with a beard thats the most exciting aspect of his show.chandler monica joey and ... oh wait i mean wayne jessie and the rest of the bad oneliner spout gang all take turn reveal their big fear to the beard dj unbeknownst to them a crazed nurse/serial killer be listen ... crazy nurse then proceed to torture ross and rachel and ... wait sorry again ... by make their fear come to life these fear include such stunner a voodoo and be go down on by old lady with dentures.no really.this movie be in a word rotten crazy nurse kill spree lack motivation theres nothing to make the viewer jump the end blow andagainvoodoo if you have absolutely no regard for your loved one rent american nightmare with them.if you care for your loved oneseven a little bitgo to your local blockbuster rent all of the copy of american nightmare and hide them in your freezer,negative
first off i have to say that i love the book animal farm i read it with my th grade class and it be great we also decide that watch the movie would be beneficial the movie be so disappointing to me the movie cut out some character and miss a lot of the main point of the book it skip around a lot and doesnt explain anything in detail if someone be watch this movie without have first read the book they would be confuse the most disappointing thing in this movie to me be the end the end in the book be the most powerful and in the movie they change it it be suppose to be the pig and men in an alliance and sort of melt together but instead the movie make it seem like the animal be go to rebel against the pig to sum up i dont think that this movie capture the real meaning that orwell portray in his book,neutral
this movie be extremely boring i only laugh a few time i decide to rent it when i notice william shatners name on the cover it all about this little kid who get pick on all the time by his classmate when wander the street look for old lady to assist he meet a prostitute she take him to a club call the playground where he befriend several pimp when mayor tony gold shatner decide to take over the pimp business lil pimp must lay down for his homies.the animation isnt very good in this it look like it be make with macromedia which im sure it be it doesnt suck it just the sort of choppy flash animation that people have get use to over recent year the humor in this be not very good i didnt think any of it be funny,positive
i be disgust by this movie no it wasnt because of the graphic sex scene it be because it ruin the image of artemisia gentileschi this movie do not hold much truth about her and her art it show one piece of art work that she do judith beheading holofernese but show that be enter a testimony in the rape trial when she do not paint her first judith for a year after the trial.i dont know if you understand this from the movie probably not tassi be not a noble character he rap artemisia it be not love it be rape he do not claim to accept false charge of rape to stop her from suffer while she be torture accord to the rape transcripts he continue to claim that he never carnally knew artemisia aka have sex with while she state over and over again it true.i encourage all of you people to go out and find about the real artemisia and see what she be really about dont base all of your knowledge on this fictional movie i encourage you to do some research artemisia really do have interesting story behind her and some amazing art work.dont see the movie but find out the true story of artemisia,negative
such a joyous world have be create for u in pixars a bug life be immerse in a universe which could only be document this enjoyably on film but more precisely a universe which could only be document through the world of animation for those who have forget what a plentiful and exuberant world animation can offer â– when it in the right hand that be â– a bugs life be a warm reminder we walk out of the film with an equallywarm feeling and a sense of satisfaction derivative of only highcalie film productions.it be only pixars second animate feature the subgroup of disney make their spectacular debut and perhaps entirely inadvertent mark on the film world three year prior in with their landmark movie toy story it be a movie which defy convention reinvent and eathed new life into animation and define a whole new level of excellence now they return with their sophomore effort which to be honest draw a creep sense of cynicism in u all prior to see the film.after all it a film about ant well all walk of the insect and bug world be cover in a bugs life but it be the ant which be the focal point in this film a human be the focal point in drama romance and so on how can such an insignificant specie of animal such a an ant act a the protagonist of a movie let alone provide the entire premise of a feature film surely they jest however we forget that in toy story a bunch of toybox item be able to become the grand most inspiring and lovable bunch of animated hero and villain ever concoct the guy at pixar manage to pull off the same feat and manage to turn a bunch of dirty and miniscule bug into the most endearing and pleasant gang of vermin youll probably ever encounter.not only be they all entirely amiable and likable â– there isnt an unpleasant character in sight even the villain be rivet character â– but theyre colourful theyre eclectic and theyre idiosyncratic and the array of character be also gargantuan for lack of a good term only add the rich layer of distinctiveness already plaster onto a bugs life from the beginning we shall start with our main character and our hero his name be flik david foley and his character be rather generic to say the least out of the thousand of faithful and obedient worker ant reside on the lush beautiful ant island he be the one consider the black sheep of the clan a see in the opening moment of the movie when he inadvertently destroy the season harvest with his antics.the problem arise in the fact that the ant harvest be for a bunch of greedy grasshopper lead by hopper kevin spacey who be eager to continue to assert their wrath and autocracy amongst the puny little ant when they show up to ant island for their annual banquet and see that their offering be go they go insane for lack of a good term hopper offer a proposition to save the ant from total extinction at his pack hand however it a negotiation which be simply impossible to fulfil the cog and clockwork in fliks mind run at full steam now despite his guilt and shame and he offer to leave ant island in search of some mighty bug warrior who can come to the colony rescue and fight off hopper and the grasshoppers.if you think about it a bugs life bear some heavy resemblance to the plot line of akira kurosawa classic seven samurai or the american remake the magnificent seven in which a village of hapless but goodhearted folk be threaten by malevolent and wicked enemy â– one lone villagedweller go in search for help in the big city find it and return to the colony to drive off evil in a bugs life the help come in the form of a downandout circus troupe who be mistakenly perceive by flik a warrior in a barroom awl.much amusement come out of these scene and much amusement come out of these circus troupe bug among them be an erudite stick insect david hyde pierce a sidesplitting obese german caterpillar by the name of heimlich and a quasifemme fatale ladybug who in fact a gritty and masculine ladybug dennis hopper it exceedingly enjoyable watch these bug onscreen a it be watch the bug and the insect interact onscreen a be the entire movie collectively.as ive say much amusement and mirth come out of their character and joyous interaction with one another which give way to a bevy of hilarious line wonderfully suspenseful and riveting situation and overall a dazzling movie what make a bugs life even well be that the film isnt restrict simply to child a many may perceive it to be although child would indeed find more entertainment out of this film â– the clichã©d kidfriendly situation be a bit more abundant than wed like however it easy to ignore this fault and it incredulously easy to enjoy this film.although a bugs life may not reach the dizzying and landmark standard set by it predecessor this be still a superb movie and the start of something promising here pixar have prove that theyre not just a onehit wonder but instead a muchgifted and talented group of film artist in hollywood they raise the bar endlessly and when someone always manage to top their standard it only always by themselves what more be there to say about a bug life other than see it it not quite the best which weve see from the folk at emeryville california but this beat out the lot of it year â– and ill be damn if this isnt the best animated feature of ..,positive
